Trial,Strategy,Threshold_Dist,Final_Fraction,TimeToConverge
2,Degree,Constant_0.2,0.9955939372576665,7
2,Betweenness,Constant_0.2,0.9958583010222065,6
3,Random,Constant_0.2,0.9958583010222065,41
3,Degree,Constant_0.2,0.9955939372576665,7
3,Betweenness,Constant_0.2,0.9958583010222065,6
4,Random,Constant_0.2,0.9957701797673599,43
4,Degree,Constant_0.2,0.9955939372576665,7
4,Betweenness,Constant_0.2,0.9958583010222065,6
0,Random,Constant_0.3,0.010398308071906944,2
0,Degree,Constant_0.3,0.9955939372576665,36
0,Betweenness,Constant_0.3,0.031723651744800845,5
1,Random,Constant_0.3,0.01083891434614029,3
1,Degree,Constant_0.3,0.9955939372576665,36
1,Betweenness,Constant_0.3,0.031723651744800845,5
2,Random,Constant_0.3,0.010486429326753612,1
2,Degree,Constant_0.3,0.9955939372576665,36
2,Betweenness,Constant_0.3,0.031723651744800845,5
3,Random,Constant_0.3,0.010398308071906944,2
3,Degree,Constant_0.3,0.9955939372576665,36
3,Betweenness,Constant_0.3,0.031723651744800845,5
4,Random,Constant_0.3,0.010133944307366936,1
4,Degree,Constant_0.3,0.9955939372576665,36
4,Betweenness,Constant_0.3,0.031723651744800845,5
0,Random,Constant_0.3,0.053489601691928096,4
0,Degree,Constant_0.3,0.9955939372576665,14
0,Betweenness,Constant_0.3,0.9958583010222065,16
1,Random,Constant_0.3,0.05542826929855481,7
1,Degree,Constant_0.3,0.9955939372576665,14
1,Betweenness,Constant_0.3,0.9958583010222065,16
2,Random,Constant_0.3,0.05216778286922806,2
2,Degree,Constant_0.3,0.9955939372576665,14
2,Betweenness,Constant_0.3,0.9958583010222065,16
3,Random,Constant_0.3,0.05155093408530138,2
3,Degree,Constant_0.3,0.9955939372576665,14
3,Betweenness,Constant_0.3,0.9958583010222065,16
4,Random,Constant_0.3,0.05199154035953472,2
4,Degree,Constant_0.3,0.9955939372576665,14
4,Betweenness,Constant_0.3,0.9958583010222065,16
0,Random,Constant_0.4,0.010133944307366936,1
0,Degree,Constant_0.4,0.01806485724356715,2
0,Betweenness,Constant_0.4,0.014716249559393726,2
1,Random,Constant_0.4,0.010222065562213606,1
1,Degree,Constant_0.4,0.01806485724356715,2
1,Betweenness,Constant_0.4,0.014716249559393726,2
2,Random,Constant_0.4,0.010133944307366936,1
2,Degree,Constant_0.4,0.01806485724356715,2
2,Betweenness,Constant_0.4,0.014716249559393726,2
3,Random,Constant_0.4,0.010045823052520268,1
3,Degree,Constant_0.4,0.01806485724356715,2
3,Betweenness,Constant_0.4,0.014716249559393726,2
4,Random,Constant_0.4,0.010133944307366936,1
4,Degree,Constant_0.4,0.01806485724356715,2
4,Betweenness,Constant_0.4,0.014716249559393726,2
0,Random,Constant_0.4,0.05155093408530138,2
0,Degree,Constant_0.4,0.9348783926683116,24
0,Betweenness,Constant_0.4,0.9350546351780049,27
